establecimiento_nombre,provincia_nombre,establecimiento_id,localidad_nombre,departamento_nombre,cp
CENTRO DE SALUD SIETE PROVINCIAS,SANTA FE,50820492184976,LANTERI,GENERAL OBLIGADO,3575
CENTRO DE SALUD CAMPO HARDY,SANTA FE,50820492184584,CAMPO HARDY,GENERAL OBLIGADO,3592
CENTRO DE SALUD EL YAGUARETE,SANTA FE,50820492184671,RECONQUISTA,GENERAL OBLIGADO,3560
CENTRO DE SALUD ARROYO CEIBAL,SANTA FE,50820492184498,ARROYO CEIBAL,GENERAL OBLIGADO,3575
CENTRO DE SALUD PARAJE LAS CLARITAS,SANTA FE,50820492184885,ARROYO CEIBAL,GENERAL OBLIGADO,3575
CENTRO DE SALUD PEDRO VICENTIN,SANTA FE,50820492184895,AVELLANEDA,GENERAL OBLIGADO,3561
CENTRO DE SALUD FLOR DE ORO,SANTA FE,50820492184703,LANTERI,GENERAL OBLIGADO,3575
PUESTO SANITARIO EL CAJON (OJO DE AGUA),SANTIAGO DEL ESTERO,50861262192167,EL CAJÓN,OJO DE AGUA,5250
HOSPITAL KACHA WET CHOH WAI  - ALTO LA SIERRA,SALTA,10661332173028,ALTO DE LA SIERRA,RIVADAVIA,4533
HOSPITAL PROF. SALVADOR MAZZA,SALTA,10660562173062,PROFESOR SALVADOR MAZZA,GRL. JOSÉ DE SAN MARTÍN,5384
HOSPITAL SAN VICENTE DE PAUL DE ORAN,SALTA,10661262173068,SAN RAMON DE LA NUEVA ORAN,ORÁN,4533
HOSPITAL SANTA TERESA,SALTA,10660842173069,EL TALA,LA CANDELARIA,4126
HOSPITAL SANTA TERESITA,SALTA,10660352173070,CERRILLOS,CERRILLOS ,4403
OPTICA CENTROLENT,SALTA,53661122373551,METAN VIEJO,METÁN,4434
OPTICA Y CONTACTOLOGIA BUTTIERO,SALTA,53661262373570,SAN RAMON DE LA NUEVA ORAN,ORÁN,4533
CENTRO DE SALUD N° 8 DE LA PLATA,BUENOS AIRES,50064412201333,LA PLATA,LA PLATA,1900
CENTRO DE SALUD N° 7 DE LA PLATA,BUENOS AIRES,50064412201332,LA PLATA,LA PLATA,1900
CENTRO DE SALUD N° 6 DE LA PLATA,BUENOS AIRES,50064412201329,LA PLATA,LA PLATA,1900
ESTABLECIMIENTO SANITARIO SECCIONAL COPACABANA,CATAMARCA,10101052124016,LA PUNTILLA,TINOGASTA,5333
ESTABLECIMIENTO SANITARIO PERIFERICO SAN ISIDRO,CATAMARCA,50101122124300,SAN ISIDRO,VALLE VIEJO,5321
INSTITUTO DE SALUD FEMENINA (IFEM),SAN LUIS,50740562380234,SAN LUIS,LA CAPITAL,5700
CAPS MADRE TERESA DE CALCUTA,SAN JUAN,50700422177155,EL MOGOTE,CHIMBAS,5413
CAPS DR. JORGE RUIZ AGUILAR,SAN JUAN,50700422177136,CHIMBAS,CHIMBAS,5413
CENTRO PRIVADO DE NEFROLOGIA Y HEMODIALISIS SRL,SAN LUIS,52740352380251,VILLA MERCEDES,GENERAL PEDERNERA,5738
HOSPITAL MERLO,SAN LUIS,10740492180017,MERLO,JUNÍN,5881
PUESTO SANITARIO ATOJ POZO (HOSP BREA POZO),SANTIAGO DEL ESTERO,50861752192217,ATOJ POZO,SAN MARTÍN,4313
PUESTO SANITARIO BARRANCAS (HOSP VILLASALAVINA),SANTIAGO DEL ESTERO,50861682192223,BARRANCAS,SALAVINA,4319
PUESTO SANITARIO BURRO POZO (HOSP BREA POZO),SANTIAGO DEL ESTERO,50861752192230,BREA POZO,SAN MARTÍN,4313
PUESTO SANITARIO CORRAL DEL REY (HOSP SUMAMPA),SANTIAGO DEL ESTERO,50861402192121,CORRAL DEL REY,QUEBRACHOS,5255
HOSPITAL NUESTRA SEÑORA DEL ROSARIO,SALTA,10660212173031,CAFAYATE,CAFAYATE,4427
CENTRO DE SALUD VILLA ELBA,CHACO,50221402126475,FONTANA,SAN FERNANDO,3514
MAYO  SERVICIOS DE TRASLADOS PROGRAMADOS,SALTA,53660562373545,EMBARCACION,GRL. JOSÉ DE SAN MARTÍN,4550
CENTRO DE SALUD SANTA RITA,CHACO,50221402126450,RESISTENCIA,SAN FERNANDO,3500
CENTRO DE SALUD INMACULADA CONCEPCION - VILLA TTE. SAAVEDRA,CHACO,50221402126272,RESISTENCIA,SAN FERNANDO,3500
CENTRO DE SALUD LOTE 203,CHACO,50221402126349,RESISTENCIA,SAN FERNANDO,3500
CENTRO MEDICO ODONTOLOGICO SAGRADO CORAZON,SAN LUIS,50740562380225,SAN LUIS,LA CAPITAL,5700
FAMISALUD,SAN LUIS,50740562380226,SAN LUIS,LA CAPITAL,5700
FRESENIUS MEDICAL CARE ARG. S.A.,SAN LUIS,52740562380254,SAN LUIS,LA CAPITAL,5700
INSTITUTO MEDICO TRAUMATOLOGICO,SAN LUIS,51740562380244,SAN LUIS,LA CAPITAL,5700
HOSPITAL SAN LUIS,SAN LUIS,10740562180022,SAN LUIS,LA CAPITAL,5700
CENTRO DE REHABILITACION CATAMARCA NIVEL II,CATAMARCA,52100492124336,SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL,4700
CENTRO DE SALUD ESTABLECIMIENTO DISTRITAL VILLA DOLORES,CATAMARCA,50101122124070,VILLA DOLORES,VALLE VIEJO,4707
SERVICIO DE EMERGENCIA EMECOR,CATAMARCA,53100492324342,SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL,4700
SERVICIO DE EMERGENCIA ECA EMERGENCIA MEDICA,CATAMARCA,53100492324341,SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL,4700
CONSULTORIO DRA. NILDA PIKE DE GIORGI,SANTA FE,50820632385297,SANTA FE,LA CAPITAL,3000
CENTRO DE SALUD SAN LORENZO,CORRIENTES,10181262139004,SAN LORENZO,SALADAS,3416
HOSPITAL DR. EDUARDO ANDRES CICCONETTI,CORRIENTES,10181332139031,PASO DE LA PATRIA,SAN COSME,3409
HOSPITAL  JULIO C. RIVERO,CORRIENTES,10181332139024,SAN COSME,SAN COSME,3412
HOSPITAL PSIQUIATRICO EUGENIO F. RAMIREZ,CORRIENTES,13181402139081,SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,3403
HOSPITAL BASE SAN LUIS DEL PALMAR,CORRIENTES,10181402139053,SAN LUIS DEL PALMAR,SAN LUIS DEL PALMAR,3403
CONSULTORIO DRA. MARTA SUSANA WAGENER,SANTA FE,50820632385294,SANTA FE,LA CAPITAL,3000
E.M.I. S.R.L.,FORMOSA,53340142347213,FORMOSA,FORMOSA,3600
LABORATORIO DE ANALISIS CLINICOS - PICO TRUNCADO,SANTA CRUZ,51780142383115,PICO TRUNCADO,DESEADO,9015
HOSPITAL DISTRITAL DR. GUILLERMO HUBERTUS CARLOS KUESTER,SANTA CRUZ,10780142183004,PICO TRUNCADO,DESEADO,9015
HOSPITAL SAN ROQUE,SALTA,10660562173067,EMBARCACION,GRL. JOSÉ DE SAN MARTÍN,4550
CAPS ASTICA,SAN JUAN,50701192177082,ASTICA,VALLE FÉRTIL,5449
CAPS COMANDANTE CABOT,SAN JUAN,50700282177109,SAN JUAN,CAPITAL,5400
CAPS CRISTO REY,SAN JUAN,50700772177111,RAWSON,RAWSON,5425
SERVICIOS GENERALES - SERVICIOS DE TRASLADOS PROGRAMADOS TORREON,SALTA,53660562373577,GENERAL MOSCONI,GRL. JOSÉ DE SAN MARTÍN,4566
HOSPITAL CARLOS F. SAPORITI.-,MENDOZA,10500842157025,RIVADAVIA,RIVADAVIA,5577
CENTRO MEDICO B.I.O.M.E.D,SAN LUIS,50740562380185,SAN LUIS,LA CAPITAL,5700
C.I.M.B.I. CENTRO DE INVESTIGACIONES MEDICAS Y BIOQUIMICAS,SANTA FE,51820632385404,SANTA FE,LA CAPITAL,3000
CENTRO DE SALUD LAGUNA BLANCA,CHACO,50220772126309,LAGUNA BLANCA,LIBERTAD,3732
CENTRO DE SALUD EL TRIANGULO,CHACO,50221052126249,LAS BREÑAS,9 DE JULIO,3722
HOSPITAL DR. NICOLAS CAYETANO PAGANO,SALTA,10661052173045,SAN ANTONIO DE LOS COBRES,LOS ANDES,4411
CIC LA LAJA,SAN JUAN,50700072277248,LA CAÑADA,ALBARDÓN,5419
CAPS BELLA VISTA,SAN JUAN,50700492177094,BELLA VISTA,IGLESIA,5467
CAPS TAMBERIAS -JACHAL-,SAN JUAN,50700562177191,TAMBERIAS,JÁCHAL,5461
CAPS VILLA NUEVA,SAN JUAN,50700212177205,CALINGASTA,CALINGASTA,5401
CAPS MOGNA,SAN JUAN,50700562177163,MOGNA,JÁCHAL,5409
CAPS ENTRE RIOS,SAN JUAN,50700562177128,SAN JOSE DE JACHAL,JÁCHAL,5460
CAPS SAN ISIDRO (EN CIC SAN ISIDRO),SAN JUAN,50700562177183,SAN ISIDRO,JÁCHAL,5461
CAPS EJERCITO DE LOS ANDES,SAN JUAN,50700912177123,VILLA DOMINGUITO,SAN MARTÍN,5439
CIC POCITO,SAN JUAN,50700702277252,VILLA ABERASTAIN,POCITO,5427
CENTRO EDUCATIVO TERAPEUTICO SANTA CATALINA,SALTA,52660072374381,JOAQUIN V. GONZALEZ,ANTA,1744
CAPS DR. ALFONSO BARASSI,SAN JUAN,50700282177076,SAN JUAN,CAPITAL,5400
CAPS LAS LOMITAS,SAN JUAN,50700072177146,VILLA GENERAL SAN MARTIN,ALBARDÓN,5419
CAPS BARRIO ARAMBURU,SAN JUAN,50700842177083,RIVADAVIA,RIVADAVIA,5400
CAPS DOCENTES SANJUANINOS,SAN JUAN,50700842177113,RIVADAVIA,RIVADAVIA,5400
CENTRO DE SALUD LOS LAPACHOS,SANTA FE,50820492184784,INGENIERO CHANOURDIE,GENERAL OBLIGADO,3575
CENTRO DE SALUD BARRIO CHAPERO,SANTA FE,50820492184519,RECONQUISTA,GENERAL OBLIGADO,3560
CENTRO DE SALUD GUADALUPE NORTE,SANTA FE,50820492184526,GUADALUPE NORTE,GENERAL OBLIGADO,3574
CENTRO DE SALUD JULIA CAPOZZOLO BARRIO CARMEN LUISA,SANTA FE,50820492184516,RECONQUISTA,GENERAL OBLIGADO,3560
CENTRO DE SALUD BARRIO ITATI - RECONQUISTA,SANTA FE,50820492184527,RECONQUISTA,GENERAL OBLIGADO,3560
CENTRO DE SALUD CEFERINO VICENTIN,SANTA FE,50820492184601,AVELLANEDA,GENERAL OBLIGADO,3561
CENTRO DE SALUD BARRIO BELGRANO - AVELLANEDA,SANTA FE,50820492184511,AVELLANEDA,GENERAL OBLIGADO,3561
CENTRO DE SALUD SANTA ANA,SANTA FE,50820492184963,SANTA ANA,GENERAL OBLIGADO,3561
CENTRO DE SALUD PARQUE INDUSTRIAL,SANTA FE,50820492184889,RECONQUISTA,GENERAL OBLIGADO,3560
CIC BARRIO AMERICA,SANTA FE,50820492185028,RECONQUISTA,GENERAL OBLIGADO,3560
CIC FLORENCIA,SANTA FE,50820492185034,FLORENCIA,GENERAL OBLIGADO,3516
CENTRO DE RESONANCIA MAGNETICA,CÓRDOBA,51140142331586,CORDOBA,CAPITAL,5000
PROYECCIONES RADIOLOGICAS,BUENOS AIRES,50066382307263,PILAR,PILAR,1629
CENTRO DE SALUD Nº 26 ATOCHA,SALTA,50660282173152,ATOCHA,CAPITAL,4400
CENTRO DE SALUD Nº 17 - BARRIO SAN REMO,SALTA,50660282173145,SALTA,CAPITAL,4400
CENTRO DE SALUD DR. RENE FAVALORO,SALTA,50661472173119,ROSARIO DE LERMA,ROSARIO DE LERMA,4405
PUESTO SANITARIO EL BARRIAL,SALTA,50661542173357,EL BARRIAL,SAN CARLOS,4427
CENTRO DE SALUD Nº 19 EL CHAMICAL,SALTA,50660282173091,SALTA,CAPITAL,4400
PUESTO SANITARIO SECTOR CINCO,SALTA,50660562173362,PROFESOR SALVADOR MAZZA,GRL. JOSÉ DE SAN MARTÍN,4568
PUESTO DE SALUD ISABEL AGUILAR,SALTA,50660562173261,PROFESOR SALVADOR MAZZA,GRL. JOSÉ DE SAN MARTÍN,4568
PUESTO SANITARIO LA PISTA,SALTA,50660562173406,PROFESOR SALVADOR MAZZA,GRL. JOSÉ DE SAN MARTÍN,4568
PUESTO SANITARIO LAGUNITA,SALTA,50661122173412,EL GALPON,METÁN,4446
CENTRO DE SALUD MISION LA PAZ,SALTA,50661332173134,SANTA VICTORIA ESTE,RIVADAVIA,4561
CENTRO DE ORTOPEDIA TRAUMATOLOGIA Y MEDICINA DEL TRABAJO,LA PAMPA,50421052353254,GENERAL PICO,MARACÓ,6360
HOGAR TRANSITORIO DE REHABILITACION,BUENOS AIRES,14060582305243,QUILMES,QUILMES,1878
CAPS EL MILAGRO (6),JUJUY,50380142150056,PERICO,EL CARMEN,4608
PARAMEDIC EMERGENCIAS MEDICAS S.A,SALTA,53660282373571,SALTA,CAPITAL,4400
SANATORIO ASOCIACION EL PARQUE SA,SALTA,10660282373076,SALTA,CAPITAL,4400
SANATORIO EL CARMEN SA,SALTA,10660282373077,SALTA,CAPITAL,4400
SANATORIO MODELO,SALTA,10660282373079,SALTA,CAPITAL,4400
SEMTEX - SERVICIO DE MEDICINA DEL TRABAJO EXTERNO,SALTA,53660282373573,SALTA,CAPITAL,4400
HOSPITAL ZONAL DE CALETA OLIVIA PADRE JOSE TARDIVO,SANTA CRUZ,10780142183017,CALETA OLIVIA,DESEADO,9011
CENTRO DE ESPECIALIDADES MEDICAS,SANTA FE,50821122384441,SAN JUSTO,SAN JUSTO,3040
PUESTO SANITARIO JARAMILLO,SANTA CRUZ,10780142183022,JARAMILLO,DESEADO,9053
HOSPITAL DISTRITAL DR. BENIGNO FERNANDEZ,SANTA CRUZ,10780142183009,LAS HERAS,DESEADO,9017
CENTRO DE SALUD MALVINAS ARGENTINAS,CHUBUT,50260352129118,ESQUEL,FUTALEUFÚ,9200
HOGAR GERIATRICO LA SAGRADA FAMILIA,BUENOS AIRES,15064342305247,LANUS ESTE,LANÚS,1824
PUESTO SANITARIO TRES CHAÑARES (LA CAÑADA),SANTIAGO DEL ESTERO,50860702192414,TRES CHAÑARES,FIGUEROA,4354
PUESTO SANITARIO CHILQUITA (VILLA ATAMISQUI),SANTIAGO DEL ESTERO,50860212192245,CHILQUITA,ATAMISQUI,4317
PUESTO SANITARIO LA FLORIDA  (HOPS BELTRAN),SANTIAGO DEL ESTERO,50861612192306,LA FLORIDA,ROBLES,4308
PUESTO SANITARIO LA ISLA (HOSP OJO DE AGUA),SANTIAGO DEL ESTERO,50861262192140,LA ISLA,OJO DE AGUA,5250
CAPS LA LOMA,SANTIAGO DEL ESTERO,50861612192095,FERNANDEZ,ROBLES,4322
PUESTO SANITARIO LA MANGA (SAN JOSE DE BOQUERON),SANTIAGO DEL ESTERO,50860142192310,LA MANGA,ALBERDI,4301
POLICONSULTORIO INTEGRAL,JUJUY,50380632350323,SAN PEDRO,SAN PEDRO,4500
GERIATRICO LOS LEÑOS,BUENOS AIRES,15064902305251,BANFIELD,LOMAS DE ZAMORA,1828
CENTRO DE AYUDA CAYDEM (D),BUENOS AIRES,14062602305255,MONTE GRANDE,ESTEBAN ECHEVERRÍA,1842
HOGAR GERIATRICO TU HOGAR,BUENOS AIRES,15060582305257,BERNAL,QUILMES,1883
GABINETE DE KINESIOLOGIA Y FISIOTERAPIA (PUERTO DESEADO),SANTA CRUZ,52780142383168,PUERTO DESEADO,DESEADO,9050
PUESTO SANITARIO  VEINTIOCHO DE JULIO,CHUBUT,50260422129194,28 DE JULIO,GAIMAN,9107
PUESTO SANITARIO EL ESCORIAL,CHUBUT,50260492129213,EL ESCORIAL,GASTRE,9121
HOSPITAL RURAL  GASTRE,CHUBUT,10260492129012,GASTRE,GASTRE,9121
REHABILITAR SAN JUAN S.R.L.,SAN JUAN,14700282377057,SAN JUAN,CAPITAL,5400
HTAL CHOS MALAL - DR GREGORIO ALVAREZ,NEUQUÉN,10580422167034,CHOS MALAL,CHOS MALAL,8353
HTAL LONCOPUE - DR JOSE CUEVAS,NEUQUÉN,10580632167022,LONCOPUE,LONCOPUÉ,8349
CENTRO DE SALUD DE LA CESIRA,CÓRDOBA,50140842131433,LA CESIRA,PRESIDENTE ROQUE SÁENZ PEÑA,6101
HTAL VILLA LA ANGOSTURA - DR OSCAR ARRAIZ,NEUQUÉN,10580702167030,VILLA LA ANGOSTURA,LOS LAGOS,8407
DISPENSARIO MUNICIPAL DR. BENITO SIXTO CASTELLI,CÓRDOBA,50140632231536,GUATIMOZIN,MARCOS JUÁREZ,2627
HTAL ANDACOLLO - DR ANTONIO GORGNI,NEUQUÉN,10580772167011,ANDACOLLO,MINAS,8353
HTAL LAS OVEJAS,NEUQUÉN,10580772167021,LAS OVEJAS,MINAS,8353
DISPENSARIO BARRIO SANTA ISABEL,CÓRDOBA,50140072231558,EMBALSE,CALAMUCHITA,5856
DISPENSARIO LUIS ARONOFF BARRIO EL PUEBLITO,CÓRDOBA,50140072231510,EMBALSE,CALAMUCHITA,5856
DISPENSARIO BARRIO AGUADA DE REYES,CÓRDOBA,50140072231493,EMBALSE,CALAMUCHITA,5856
HTAL EL CHOLAR,NEUQUÉN,10580842167016,EL CHOLAR,ÑORQUÍN,8353
DISPENSARIO LUIS MEDINA DE BARRIO VILLA IRUPE,CÓRDOBA,50140072231560,EMBALSE,CALAMUCHITA,5856
HTAL BUTA RANQUIL - ENF GABINO SAGREDO,NEUQUÉN,10580912167013,BUTA RANQUIL,PEHUENCHES,8353
DISPENSARIO MUNICIPAL DR. JOSE VENTURA PONCINI,CÓRDOBA,50141402231540,EL TIO,SAN JUSTO,2432
DISPENSARIO MUNICIPAL EL FORTIN,CÓRDOBA,50141402231543,EL FORTIN,SAN JUSTO,5951
CENTRO DE SALUD MUNICIPAL DR. EDMOND RIACHI EL ARAÑADO,CÓRDOBA,50141402231452,EL ARAÑADO,SAN JUSTO,5947
DISPENSARIO COMUNAL CUESTA BLANCA,CÓRDOBA,50140912231501,CUESTA BLANCA,PUNILLA,X5153XAF
DISPENSARIO MUNICIPAL DE CORONEL BAIGORRIA,CÓRDOBA,50140982231526,CORONEL BAIGORRIA,RÍO CUARTO,5811
CENTRO MEDICO PALPA DEL HOSPITAL ITALIANO,CABA,50020012315927,COLEGIALES,COMUNA 13,1426
CENTRO MEDICO ECOGRAFICO RADIOLOGICO,LA PAMPA,50420212353510,SANTA ROSA,CAPITAL,6300
CENTRO DE SALUD Y ESTETICA ROSAMOND,BUENOS AIRES,50067602303460,SAN MIGUEL,SAN MIGUEL,1663
CONSULTORIOS EXTERNOS SWISS MEDICAL GROUP OLIVOS,BUENOS AIRES,50068612303484,OLIVOS,VICENTE LÓPEZ,1636
CENTRO TERAPEUTICO CETEDIN,BUENOS AIRES,52064902303649,BANFIELD,LOMAS DE ZAMORA,1828
HOSPITAL AREA PROGRAMA LAS GRUTAS,RÍO NEGRO,10620772170026,LAS GRUTAS,SAN ANTONIO,8332
CENTRO DE DIALISIS DIAVERUM ARGENTINA SEDE JOSE C. PAZ (2152),BUENOS AIRES,52064122303835,JOSE C. PAZ,JOSÉ C. PAZ,1665
POLICLINICA CIM,BUENOS AIRES,50060282303869,ADROGUE,ALMIRANTE BROWN,1846
CENTRO MEDICO QUILMES -IOSFA-,BUENOS AIRES,50060582303879,QUILMES,QUILMES,1878
SERVICIO DE DIAGNOSTICO POR IMAGENES DOMICILIARIOS ARAB,BUENOS AIRES,51060582303881,BERNAL,QUILMES,1883
CENTRO DE HEMODIALISIS TEMPERLEY SRL,BUENOS AIRES,52064902303883,TEMPERLEY,LOMAS DE ZAMORA,1834
POLICLINICA PRIVADA CENTRO MEDICO SEGUI,BUENOS AIRES,50064902303920,LOMAS DE ZAMORA,LOMAS DE ZAMORA,1832
CENTRO MEDICO LUIS PASTEUR LOMAS DE ZAMORA,BUENOS AIRES,50064902303887,LOMAS DE ZAMORA,LOMAS DE ZAMORA,1832
CENTRO DE DIAGNOSTICO EN MEDICINA LABORAL,BUENOS AIRES,51060282303902,ADROGUE,ALMIRANTE BROWN,1846
POLICLINICA PRIVADA SLIM CENTER,BUENOS AIRES,50064902303922,LOMAS DE ZAMORA,LOMAS DE ZAMORA,1832
POLICLINICA CENTRO MEDICO COMUNITARIO,BUENOS AIRES,50060282303946,GLEW,ALMIRANTE BROWN,1856
POLICLINICO DEL SINDICATO DE LA INDUSTRIA DEL PAPEL Y CARTON,BUENOS AIRES,50060582304010,BERNAL,QUILMES,1883
CENTRO EDUCATIVO TERAPEUTICO DEJALO SER,BUENOS AIRES,52060282304012,ADROGUE,ALMIRANTE BROWN,1846
CENTRO DE REHABILITACION FUNCIONAL,BUENOS AIRES,52060352304026,WILDE,AVELLANEDA,1875
MEDE - CENTRO MEDICO DE MEDICINA DEL TRABAJO SA,CABA,50020012315949,BOEDO,COMUNA 5,C1230ABL
LABORATORIO PROTESIS DENTAL (MENDEZ),LA PAMPA,51420212353692,SANTA ROSA,CAPITAL,6300
CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE BAJA Y MEDIANA COMPLEJIDADA DIAGNOSTICO MEDICO DEL SUR,BUENOS AIRES,50060912304036,BERAZATEGUI,BERAZATEGUI,1884
CENTERMED,BUENOS AIRES,50060912304038,BERAZATEGUI,BERAZATEGUI,1884
LABORATORIO PROTESIS DENTAL,LA PAMPA,53420212353694,SANTA ROSA,CAPITAL,6300
CER CONSULTORIOS DE ESTIMULACION REHABILITACION Y REEDUCACION DE PATOLOGIAS DE LA COMUNICACION,BUENOS AIRES,52060582304040,QUILMES,QUILMES,1878
PUESTO SANITARIO MISION SAN PATRICIO,SALTA,50661332173432,CORONEL JUAN SOLA,RIVADAVIA,4554
CENTRO DE SALUD Nº 1 DR. LISANDRO SARAVIA TOLEDO,SALTA,50660282173137,SALTA,CAPITAL,4400
CENTRO DE SALUD Nº 2 - CAMPO CASEROS,SALTA,50660282173148,SALTA,CAPITAL,4400
CENTRO DE SALUD Nº 28 VILLA ASUNCION,SALTA,50660282173154,SALTA,CAPITAL,4400
CENTRO DE SALUD Nº 31 - VILLA COSTANERA,SALTA,50660282173159,SALTA,CAPITAL,4400
CENTRO DE SALUD Nº 35 - BARRIO EL PROGRESO,SALTA,50660282173162,SALTA,CAPITAL,4400
PUESTO SANITARIO LOS ROSALES,SALTA,50661122173421,EL GALPON,METÁN,4446
PUESTO SANITARIO LA MISION,SALTA,50661262173281,COLONIA SANTA ROSA,ORÁN,4531
PUESTO SANITARIO AGUADITAS,SALTA,50661192173308,MOLINOS,MOLINOS,4419
PUESTO SANITARIO BARRIO 20 DE JUNIO,SALTA,50661262173320,COLONIA SANTA ROSA,ORÁN,4531
PUESTO SANITARIO COLOME,SALTA,50661192173339,MOLINOS,MOLINOS,4419
PUESTO SANITARIO EL MOLLAR,SALTA,50660422173370,EL CARRIL,CHICOANA,4421
INSTITUCION DE EDUCACION ESPECIAL ALELUYA,SAN JUAN,52700282377378,SAN JUAN,CAPITAL,5400
"CONSULTORIOS MEDICOS, LABORATORIO E INTERNACION DOMICILIARIA SMI EMERGENCIAS",SAN JUAN,53700282377394,SAN JUAN,CAPITAL,5400
UPA Nº 13 BARRIO MOSCONI,SANTIAGO DEL ESTERO,50860492192462,SANTIAGO DEL ESTERO,CAPITAL,4200
CAPS NUEVA ESPERANZA,TUCUMÁN,50901052196531,LA ESPERANZA,TAFÍ VIEJO,4103
CAPS Nº 21 PRESIDENTE PERON,BUENOS AIRES,50060282201663,CLAYPOLE,ALMIRANTE BROWN,1849
CAPS RODEO GRANDE (TAFI DEL VALLE),TUCUMÁN,50900982196506,EL MOLLAR,TAFÍ DEL VALLE,4135
POLICONSULTORIO SAN GABRIEL,CHACO,50221402326695,RESISTENCIA,SAN FERNANDO,3500
CAPS EL CHURQUI (TAFI DEL VALLE),TUCUMÁN,50900982196497,EL CHURQUI,TAFÍ DEL VALLE,4119
CLINICA PLUSVITA DE REHABILITACION MEDICA,SANTA FE,10820842388663,FUNES,ROSARIO,2132
CENTRO DE SALUD MARIA LUISA ESPINOZA B° JUAN DOMINGO PERON,FORMOSA,50340142147124,FORMOSA,FORMOSA,3600
CENTRO DE SALUD BARRIO TOBA,FORMOSA,50340492147103,CLORINDA,PILCOMAYO,3610
CENTRO DE SALUD EL PORTEÑO NORTE,FORMOSA,50340492147115,CLORINDA,PILCOMAYO,3610
CENTRO DE SALUD DE SIETE PALMA Nº 06337,FORMOSA,50340492147109,SIETE PALMAS,PILCOMAYO,3613
CENTRO DE SALUD COLONIA BANCO PAYAGUA,FORMOSA,50340212147107,BANCO PAYAGUA,LAISHI,3601
CENTRO DE SALUD COLONIA YATAY,FORMOSA,50340212147108,BANCO PAYAGUA,LAISHI,3526
CENTRO DE SALUD RAMON CARRILLO - LUCIO V MANSILLA,FORMOSA,50340212147122,GENERAL LUCIO V MANSILLA,LAISHI,3526
CENTRO DE SALUD  DE POTRERO DE LOS CABALLOS,FORMOSA,50340212147094,POTRERO DE LOS CABALLOS,LAISHI,3526
CLINICA VIRGEN DE HUACHANA S.R.L.,SALTA,10660072373019,JOAQUIN V. GONZALEZ,ANTA,4448
CONSULTORIO MEDICO CENTRO INTEGRAL DE TRAUMATOLOGIA,ENTRE RÍOS,50300152342403,CONCORDIA,CONCORDIA,3200
CONSULTORIO ODONTOLOGICO CENTRO ODONTOLOGICO CONCORDIA,ENTRE RÍOS,50300152342411,CONCORDIA,CONCORDIA,3200
HOSPITAL FELIPE HERAS,ENTRE RÍOS,10300152142040,CONCORDIA,CONCORDIA,3200
INSTITUTO BIOQUIMICO CONCORDIA FERNANDEZ TITO   LABORATORIO ANALISIS CLINICOS,ENTRE RÍOS,51300152342525,CONCORDIA,CONCORDIA,3200
INSTITUTO MEDICO QUIRURGICO GARAT S.A.,ENTRE RÍOS,10300152342087,CONCORDIA,CONCORDIA,3200
YOYA NORMA Y COSTA ALICIA  LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300152342547,CONCORDIA,CONCORDIA,3200
GARRERA LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300152342552,CONCORDIA,CONCORDIA,3200
TOLOMEI  LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300152342553,CONCORDIA,CONCORDIA,3200
LITVIN GRACIELA BEATRIZ LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300152342562,CONCORDIA,CONCORDIA,3200
LABORATORIO BIOQUIMICO CONCORDIA SRL,ENTRE RÍOS,51300152342565,CONCORDIA,CONCORDIA,3200
SELDES ISAAC  LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300152342572,CONCORDIA,CONCORDIA,3200
CAPS POTRERO GRANDE,LA RIOJA,50460982155179,JAGÜÉ (ALTO JAGÜÉ),VINCHINA,5359
CAPS RIVADAVIA,CÓRDOBA,50140422231413,VILLA MARIA,GENERAL SAN MARTÍN,5900
CAPS LOS OLMOS,CÓRDOBA,50140422231402,VILLA MARIA,GENERAL SAN MARTÍN,5900
CAPS LAS PLAYAS,CÓRDOBA,50140422231401,VILLA MARIA,GENERAL SAN MARTÍN,5900
CAPS SAN JUSTO,CÓRDOBA,50140422231579,VILLA MARIA,GENERAL SAN MARTÍN,5900
CAPS CARLOS PELLEGRINI,CÓRDOBA,50140422231382,VILLA MARIA,GENERAL SAN MARTÍN,5900
CAPS BELLO HORIZONTE,CÓRDOBA,50140422231380,VILLA MARIA,GENERAL SAN MARTÍN,5900
CAPS BELGRANO,CÓRDOBA,50140422231379,VILLA MARIA,GENERAL SAN MARTÍN,5900
CENTRO DE SALUD MUNICIPAL DR. VICTOR ROLANDO VILLAGRA,CÓRDOBA,50141052231453,VILLA FONTANA,RÍO PRIMERO,X5134ABC
